Age,Gender,Height_cm,Weight_kg,Desired_Weight_kg,Time_Period_weeks,BMI,BMR,Daily_Calories_Maintenance,Daily_Calories_Target,Breakfast,Lunch,Dinner,Snack
60,Female,196,116,108,16,30.2,1924.0,2982.2,2432.2,Greek yogurt,Burrito bowl,Vegetable stir-fry,Protein bar
34,Male,165,94,90,9,34.53,1806.25,2799.69,2310.8,Greek yogurt,Sushi,Chicken soup,Protein bar
43,Male,191,53,42,6,14.53,1513.75,2346.31,329.65,Pancakes,Grilled chicken salad,Chicken soup,Protein bar
53,Female,179,75,72,17,23.41,1442.75,2236.26,2042.14,Oatmeal with fruits,Sushi,Steak with veggies,Nuts and fruits
18,Male,165,76,76,17,27.92,1706.25,2644.69,2644.69,Greek yogurt,Burrito bowl,Tofu curry,Dark chocolate
25,Male,161,95,90,18,36.65,1836.25,2846.19,2540.63,Oatmeal with fruits,Sushi,Salmon and quinoa,Hummus with carrots
52,Male,166,113,112,11,41.01,1912.5,2964.38,2864.38,Pancakes,Pasta with veggies,Tofu curry,Nuts and fruits
32,Male,165,100,89,18,36.73,1876.25,2908.19,2235.97,Oatmeal with fruits,Rice and beans,Vegetable stir-fry,Protein bar
64,Male,161,99,104,25,38.19,1681.25,2605.94,2825.94,Eggs and toast,Rice and beans,Tofu curry,Nuts and fruits
39,Female,157,55,56,16,22.31,1175.25,1821.64,1890.39,Greek yogurt,Burrito bowl,Vegetable stir-fry,Nuts and fruits
31,Female,169,108,105,20,37.81,1820.25,2821.39,2656.39,Oatmeal with fruits,Rice and beans,Vegetable stir-fry,Nuts and fruits
43,Female,152,64,52,24,27.7,1214.0,1881.7,1331.7,Smoothie,Rice and beans,Salmon and quinoa,Dark chocolate
45,Male,165,79,83,6,29.02,1601.25,2481.94,3215.27,Oatmeal with fruits,Grilled chicken salad,Steak with veggies,Cheese and crackers
40,Female,179,91,86,9,28.4,1667.75,2585.01,1973.9,Greek yogurt,Burrito bowl,Salmon and quinoa,Hummus with carrots
31,Male,194,86,86,8,22.85,1922.5,2979.88,2979.88,Pancakes,Burrito bowl,Tofu curry,Dark chocolate
41,Male,172,91,89,25,30.76,1785.0,2766.75,2678.75,Pancakes,Rice and beans,Vegetable stir-fry,Dark chocolate
19,Male,177,84,86,20,26.81,1856.25,2877.19,2987.19,Greek yogurt,Rice and beans,Chicken soup,Cheese and crackers
62,Male,189,55,43,5,15.4,1426.25,2210.69,-429.31,Eggs and toast,Rice and beans,Chicken soup,Dark chocolate
43,Female,154,117,112,18,49.33,1756.5,2722.58,2417.02,Eggs and toast,Pasta with veggies,Vegetable stir-fry,Nuts and fruits
31,Female,169,67,68,8,23.46,1410.25,2185.89,2323.39,Pancakes,Sushi,Salmon and quinoa,Nuts and fruits
24,Male,189,78,69,23,21.84,1846.25,2861.69,2431.25,Pancakes,Pasta with veggies,Steak with veggies,Protein bar
20,Female,193,108,96,9,28.99,2025.25,3139.14,1672.47,Greek yogurt,Burrito bowl,Salmon and quinoa,Dark chocolate
64,Male,150,96,100,9,42.67,1582.5,2452.88,2941.76,Eggs and toast,Grilled chicken salad,Vegetable stir-fry,Protein bar
40,Female,179,66,61,21,20.6,1417.75,2197.51,1935.61,Pancakes,Sushi,Vegetable stir-fry,Hummus with carrots
63,Female,170,71,64,21,24.57,1296.5,2009.58,1642.91,Eggs and toast,Grilled chicken salad,Steak with veggies,Nuts and fruits
60,Male,169,117,119,7,40.96,1931.25,2993.44,3307.72,Pancakes,Burrito bowl,Tofu curry,Hummus with carrots
64,Female,155,118,117,20,49.12,1667.75,2585.01,2530.01,Oatmeal with fruits,Burrito bowl,Tofu curry,Cheese and crackers
62,Male,171,86,81,17,29.41,1623.75,2516.81,2193.28,Smoothie,Grilled chicken salad,Steak with veggies,Nuts and fruits
35,Female,167,98,100,17,35.14,1687.75,2616.01,2745.42,Oatmeal with fruits,Grilled chicken salad,Tofu curry,Hummus with carrots
55,Male,157,62,53,16,25.15,1331.25,2063.44,1444.69,Pancakes,Grilled chicken salad,Chicken soup,Cheese and crackers
52,Male,188,83,88,10,23.48,1750.0,2712.5,3262.5,Smoothie,Burrito bowl,Tofu curry,Hummus with carrots
32,Female,181,102,105,15,31.13,1830.25,2836.89,3056.89,Smoothie,Rice and beans,Tofu curry,Cheese and crackers
42,Female,182,100,92,18,30.19,1766.5,2738.08,2249.19,Pancakes,Grilled chicken salad,Tofu curry,Cheese and crackers
54,Male,165,52,52,22,19.1,1286.25,1993.69,1993.69,Pancakes,Sushi,Chicken soup,Nuts and fruits
45,Female,161,91,79,14,35.11,1530.25,2371.89,1429.03,Eggs and toast,Burrito bowl,Tofu curry,Protein bar
27,Female,187,81,86,18,23.16,1682.75,2608.26,2913.82,Pancakes,Pasta with veggies,Chicken soup,Cheese and crackers
